tag,micro,train_delta,strict_delta,strict_norm,best_epoch,hardK_t,hardK_tp,Keff_t,Keff_tp
12p5_13p5,0.3609979077803622,0.5784525353938781,-0.0543598822546123,-0.0583843880016567,1497,13,10,10.107446670532227,9.371838569641113
11p5_12p5,0.8584988116735808,1.3886156554588247,0.5829921665368207,0.5723631800160485,1497,15,11,9.51205062866211,7.963265419006348
13p5_14p5,0.0203014475418132,0.6963419852527233,0.0657961963972306,0.0574920678754127,1498,10,12,8.290575981140137,8.857735633850098
