epoch,loss,L_align,L_align_t,L_align_tp,EI_micro_fixed,EI_macro,delta_EI,L_var,L_local,L_sharp,L_proto,L_min_usage,L_max_usage,Keff_t,Keff_tp,hardK_t,hardK_tp,usage_t_min,usage_t_max,usage_tp_min,usage_tp_max
21,8.548377990722656,2.4183011054992676,0.5445239543914795,4.292078495025635,3.2364661693573,0.17744970321655273,-3.059016466140747,0.0,0.07585792243480682,0.5885487198829651,0.00026707042707130313,1.3887090262454382e-13,2.1907917471253313e-05,24.18020248413086,15.995442390441895,27,20,0.0001557229843456298,0.12294544279575348,0.0002163185563404113,0.12978848814964294
22,8.527508735656738,2.4156296253204346,0.5542723536491394,4.276987075805664,3.2364661693573,0.18707513809204102,-3.049391031265259,0.0,0.07736451923847198,0.5825783610343933,0.00027026189491152763,9.15535841583548e-11,0.00013899824989493936,23.60066032409668,15.599786758422852,27,20,0.00014271828695200384,0.12239030748605728,0.00020219320140313357,0.14090898633003235
23,8.436196327209473,2.415792942047119,0.5681478977203369,4.263437747955322,3.2364661693573,0.2326521873474121,-3.0038139820098877,1.4686957001686096e-05,0.07868757098913193,0.5773082971572876,0.0002743852965068072,4.076330661906269e-10,0.00011599085701163858,22.875999450683594,15.442758560180664,26,21,0.00012769713066518307,0.138507679104805,0.00019345305918250233,0.12912416458129883
24,8.370555877685547,2.417071580886841,0.5844713449478149,4.249671936035156,3.2364661693573,0.26625919342041016,-2.9702069759368896,2.37835047300905e-05,0.07999396324157715,0.5727142095565796,0.000280024076346308,9.76000169572444e-10,0.00015352494665421546,22.348325729370117,15.2672700881958,25,22,0.00011206854833289981,0.13997481763362885,0.00018777679360937327,0.13330967724323273
25,8.181607246398926,2.416419744491577,0.597359299659729,4.235480308532715,3.2364661693573,0.3600935935974121,-2.8763725757598877,2.0170205971226096e-05,0.08125831931829453,0.5681992769241333,0.0002874112979043275,1.4551652105510016e-09,0.0001001240816549398,21.934785842895508,15.055607795715332,25,22,0.00010230251791654155,0.1351013034582138,0.00018920675211120397,0.13378241658210754
26,8.067604064941406,2.4157590866088867,0.6104246973991394,4.221093654632568,3.2364661693573,0.41681575775146484,-2.819650411605835,1.906661782413721e-05,0.08258002251386642,0.563313901424408,0.0002978211850859225,1.7273035224363298e-09,0.00012001540017081425,21.44819450378418,14.873493194580078,26,22,9.747409058036283e-05,0.13510121405124664,0.00019448439707048237,0.13167308270931244
27,8.014800071716309,2.413708209991455,0.6201665997505188,4.207249641418457,3.2364661693573,0.4423537254333496,-2.79411244392395,1.8884544260799885e-05,0.08356812596321106,0.5614007711410522,0.0003104187489952892,2.0059616190337692e-09,0.00015586130029987544,21.316530227661133,14.92515754699707,27,22,9.291025344282389e-05,0.13723720610141754,0.00021056683908682317,0.13337509334087372
28,7.964288711547852,2.409973621368408,0.6262586116790771,4.19368839263916,3.2364661693573,0.46535301208496094,-2.771113157272339,2.3204920580610633e-05,0.08422012627124786,0.5625045299530029,0.00032466070842929184,2.2064654547904183e-09,7.506510155508295e-05,21.5950984954834,15.156573295593262,27,22,9.001556463772431e-05,0.1310032159090042,0.00019834190607070923,0.13567359745502472
29,7.916274547576904,2.4045424461364746,0.6291874051094055,4.179897308349609,3.2364661693573,0.48656511306762695,-2.749901056289673,2.893171040341258e-05,0.08472840487957001,0.5640028715133667,0.00034045142820104957,2.342521732145997e-09,5.5266344133997336e-05,21.90118980407715,15.398995399475098,28,22,8.85769331944175e-05,0.12194935977458954,0.00018693630408961326,0.13329638540744781
30,7.876141548156738,2.397447109222412,0.6291359663009644,4.16575813293457,3.2364661693573,0.5036482810974121,-2.7328178882598877,3.461519372649491e-05,0.08507686853408813,0.5650134086608887,0.00035727748763747513,2.4034831902497444e-09,0.00016520125791430473,22.092605590820312,15.577316284179688,28,22,8.836571214487776e-05,0.12200721353292465,0.00017703732009977102,0.14270564913749695
31,7.842957496643066,2.3893964290618896,0.6268134713172913,4.151979446411133,3.2364661693573,0.5159401893615723,-2.7205259799957275,4.013549187220633e-05,0.08510588109493256,0.566098153591156,0.00037428466021083295,2.4263837605786875e-09,0.00010723361629061401,22.24131965637207,15.723254203796387,29,22,8.86231500771828e-05,0.12370994687080383,0.0001641120616113767,0.13927870988845825
32,7.814334869384766,2.381296396255493,0.6247400641441345,4.137852668762207,3.2364661693573,0.5257120132446289,-2.710754156112671,4.3987296521663666e-05,0.08498868346214294,0.5666669607162476,0.0003910993691533804,2.4684774224681405e-09,7.455708328052424e-06,22.363117218017578,15.76241683959961,29,21,8.9010049123317e-05,0.12607654929161072,0.00014663160254713148,0.12767629325389862
33,7.793031692504883,2.3727784156799316,0.6235514879226685,4.122005462646484,3.2364661693573,0.5321602821350098,-2.70430588722229,4.0034035919234157e-05,0.08485520631074905,0.5664862394332886,0.0004080859071109444,2.887047489963379e-09,1.9016930309589952e-05,22.47979164123535,15.648380279541016,29,21,8.99939623195678e-05,0.12761160731315613,0.00013000656326767057,0.1305868923664093
34,7.774857521057129,2.364301919937134,0.6234735250473022,4.105130195617676,3.2364661693573,0.5369858741760254,-2.6994802951812744,2.731458516791463e-05,0.08476445823907852,0.5659984946250916,0.0004246285534463823,3.5984724089388465e-09,1.624930700927507e-05,22.628387451171875,15.453837394714355,29,21,9.194020094582811e-05,0.12666091322898865,0.00011654282570816576,0.1304534375667572
35,7.758447170257568,2.355902671813965,0.6247266530990601,4.08707857131958,3.2364661693573,0.5408935546875,-2.6955726146698,6.067741196602583e-06,0.08478319644927979,0.565043568611145,0.00044073068420402706,4.389889340927766e-09,3.7282251241776976e-07,22.769990921020508,15.195524215698242,29,19,9.453205711906776e-05,0.12445273995399475,0.00010527941049076617,0.12586350739002228
36,7.743512153625488,2.3475072383880615,0.6275644898414612,4.067450046539307,3.2364661693573,0.5441670417785645,-2.6922991275787354,0.0,0.08497847616672516,0.5631720423698425,0.00045616034185513854,5.231521882365087e-09,5.256927579466719e-06,22.84621810913086,14.846061706542969,28,19,9.742157999426126e-05,0.12271545082330704,9.540953760733828e-05,0.12824250757694244
37,7.729712963104248,2.3385708332061768,0.6314700841903687,4.045671463012695,3.2364661693573,0.546668529510498,-2.6897976398468018,0.0,0.08529135584831238,0.5606141686439514,0.0004714106908068061,6.077073066990124e-09,2.3979991965461522e-05,22.8566837310791,14.442721366882324,28,19,0.00010052912693936378,0.12119252234697342,8.678726590005681e-05,0.1319253146648407
38,7.716329097747803,2.3288190364837646,0.6362927556037903,4.021345138549805,3.2364661693573,0.5483694076538086,-2.688096761703491,6.069138180464506e-06,0.08566458523273468,0.5575621128082275,0.00048629703815095127,6.940520158593699e-09,6.206209491210757e-06,22.7811336517334,14.033530235290527,27,18,0.00010355070844525471,0.11978462338447571,7.928606646601111e-05,0.12852312624454498
39,7.702551364898682,2.3182625770568848,0.6422070860862732,3.9943182468414307,3.2364661693573,0.5499134063720703,-2.6865527629852295,1.0791962267830968e-05,0.08631065487861633,0.5536047220230103,0.0005009587039239705,7.882430708150423e-09,0.0,22.621397018432617,13.590340614318848,27,18,0.00010680963896447793,0.11816168576478958,7.291661313502118e-05,0.12414982169866562
40,7.688292503356934,2.306989908218384,0.6489368677139282,3.965043067932129,3.2364661693573,0.5514841079711914,-2.6849820613861084,1.2517266441136599e-05,0.0872308611869812,0.5486159324645996,0.0005153932143002748,8.93347440467096e-09,2.5052790078916587e-05,22.362119674682617,13.107495307922363,27,16,0.00011022053513443097,0.1162739098072052,6.714084884151816e-05,0.1319335252046585
41,7.675148963928223,2.2958743572235107,0.6567497253417969,3.9349989891052246,3.2364661693573,0.5527539253234863,-2.6837122440338135,9.762385161593556e-06,0.08818338811397552,0.5430466532707214,0.0005293869762681425,9.989006066746242e-09,8.740519842831418e-05,21.977075576782227,12.662278175354004,28,13,0.0001140825916081667,0.11384037882089615,6.176073657115921e-05,0.1359848827123642
42,7.663605213165283,2.2856526374816895,0.6657968759536743,3.905508518218994,3.2364661693573,0.5536694526672363,-2.6827967166900635,5.661626346409321e-06,0.08914943039417267,0.5371604561805725,0.0005429509910754859,1.1210764760960501e-08,0.00015013557276688516,21.447187423706055,12.299398422241211,28,13,0.00011827448906842619,0.11106451600790024,5.671038888976909e-05,0.1391240507364273
43,7.6520185470581055,2.275585412979126,0.6759651899337769,3.8752055168151855,3.2364661693573,0.5542864799499512,-2.6821796894073486,1.650632475502789e-05,0.09071505814790726,0.5304361581802368,0.0005563877057284117,1.2992611431172918e-08,0.00013372398097999394,20.781394958496094,11.978081703186035,28,10,0.0001215804586536251,0.11799493432044983,5.266315201879479e-05,0.1376529037952423
44,7.640861988067627,2.2651991844177246,0.6872063875198364,3.8431921005249023,3.2364661693573,0.5546998977661133,-2.6817662715911865,3.0239811167120934e-05,0.09269628673791885,0.5229046940803528,0.0005694542778655887,1.556069406660754e-08,0.00015284391702152789,19.992525100708008,11.681992530822754,28,9,0.00012351285840850323,0.13250869512557983,4.931649527861737e-05,0.13850773870944977
45,7.626948356628418,2.252077341079712,0.6956600546836853,3.8084945678710938,3.2364661693573,0.5549764633178711,-2.6814897060394287,3.45995940733701e-05,0.09402798861265182,0.5167430639266968,0.0005821374943479896,1.8841790350165866e-08,0.00014050176832824945,19.3277645111084,11.429920196533203,28,9,0.00012437884288374335,0.13541370630264282,4.6049768570810556e-05,0.1346650868654251
46,7.611129283905029,2.2369072437286377,0.7010178565979004,3.772796630859375,3.2364661693573,0.5552272796630859,-2.681238889694214,2.6809924747794867e-05,0.09457075595855713,0.5119720697402954,0.0005947824683971703,2.2416045908357773e-08,0.00013587609282694757,18.775938034057617,11.215461730957031,27,9,0.00012380327098071575,0.13716627657413483,4.2489744373597205e-05,0.13367970287799835
47,7.59725284576416,2.224158525466919,0.7131436467170715,3.735173225402832,3.2364661693573,0.5555148124694824,-2.6809513568878174,2.2553227609023452e-05,0.09516799449920654,0.5081106424331665,0.0006066495552659035,2.5863398533942927e-08,8.849088044371456e-05,18.441757202148438,11.0183687210083,27,9,0.00012353042257018387,0.1285124570131302,3.911902604158968e-05,0.13411998748779297
48,7.583425521850586,2.2106571197509766,0.7265670299530029,3.694746971130371,3.2364661693573,0.5557551383972168,-2.680711030960083,1.8377089872956276e-05,0.09637624025344849,0.5033280849456787,0.0006178675685077906,2.9362430709056753e-08,0.00011370424181222916,18.00690269470215,10.832338333129883,26,9,0.00012192111171316355,0.1322026550769806,3.632075822679326e-05,0.1361737698316574
49,7.566905975341797,2.1950554847717285,0.7370043992996216,3.653106451034546,3.2364661693573,0.5560994148254395,-2.6803667545318604,1.5528290532529354e-05,0.09800784289836884,0.4984758496284485,0.0006287931464612484,3.323709663050067e-08,0.00010052366269519553,17.616439819335938,10.64527702331543,26,9,0.00012000079004792497,0.13401596248149872,3.38906429533381e-05,0.13259536027908325
50,7.54818868637085,2.1774048805236816,0.7459043264389038,3.60890531539917,3.2364661693573,0.55645751953125,-2.68000864982605,1.3215612852945924e-05,0.09989917278289795,0.4936731457710266,0.0006386343156918883,3.733871878353057e-08,7.516035111621022e-05,17.26347541809082,10.476325035095215,25,9,0.00011692816042341292,0.12644317746162415,3.173373261233792e-05,0.13250504434108734
51,7.527132034301758,2.1568996906280518,0.7527579069137573,3.5610413551330566,3.2364661693573,0.5569672584533691,-2.6794989109039307,2.135612885467708e-05,0.10180643945932388,0.48844125866889954,0.0006483379984274507,4.1620523916208185e-08,0.00013137691712472588,16.802579879760742,10.333216667175293,25,9,0.00011323694343445823,0.13374090194702148,2.9582333809230477e-05,0.1338823139667511
52,7.501220226287842,2.132673740386963,0.7553648948669434,3.5099823474884033,3.2364661693573,0.5578908920288086,-2.678575277328491,2.912053605541587e-05,0.10331973433494568,0.4837909936904907,0.0006580104236491024,4.583225887699882e-08,0.00015587864618282765,16.35544204711914,10.208921432495117,25,9,0.0001114038605010137,0.13080815970897675,2.735133602982387e-05,0.13661935925483704
53,7.470137596130371,2.1054916381835938,0.7548788785934448,3.456104278564453,3.2364661693573,0.5598783493041992,-2.6765878200531006,4.164795973338187e-05,0.10493965446949005,0.47889143228530884,0.0006678607896901667,5.0168544873940846e-08,0.00017173255037050694,15.868993759155273,10.08956241607666,25,9,0.0001102996029658243,0.12837564945220947,2.536566353228409e-05,0.14005044102668762
54,7.432816982269287,2.077343463897705,0.7554019689559937,3.399284839630127,3.2364661693573,0.5656065940856934,-2.6708595752716064,5.229347152635455e-05,0.1069420576095581,0.47329235076904297,0.0006784209981560707,5.447257933610672e-08,0.00040997739415615797,15.333318710327148,9.972137451171875,25,9,0.000105722137959674,0.14879806339740753,2.383939499850385e-05,0.1379081904888153
55,7.381900787353516,2.056452751159668,0.7742539644241333,3.338651657104492,3.2364661693573,0.579716682434082,-2.6567494869232178,5.726856761611998e-05,0.1076093316078186,0.47019174695014954,0.0006899887230247259,5.745843267845885e-08,0.00023496572976000607,15.143400192260742,9.854125022888184,24,8,0.00010538414062466472,0.13965171575546265,2.268312528030947e-05,0.13483987748622894
56,7.338198184967041,2.035280466079712,0.7970269918441772,3.273533821105957,3.2364661693573,0.5906729698181152,-2.6457931995391846,6.68775464873761e-05,0.10760495066642761,0.4674012362957001,0.000704083766322583,5.8825769144732476e-08,0.00017752067651599646,14.929289817810059,9.766548156738281,24,8,0.00010505122190807015,0.12982909381389618,2.2456018996308558e-05,0.13795022666454315
57,7.3025007247924805,2.009744167327881,0.8144913911819458,3.2049970626831055,3.2364661693573,0.5971407890319824,-2.6393253803253174,7.281321450136602e-05,0.107455775141716,0.46422404050827026,0.0007199614774435759,5.961202020898781e-08,0.00046040251618251204,14.667247772216797,9.682881355285645,23,8,0.00010312499216524884,0.14473330974578857,2.284409129060805e-05,0.1427289843559265
58,7.262658596038818,1.9832406044006348,0.8328810930252075,3.1335999965667725,3.2364661693573,0.6033592224121094,-2.6331069469451904,8.392662857659161e-05,0.10762640833854675,0.46223950386047363,0.0007376043358817697,6.065640434371744e-08,0.00037272568442858756,14.617229461669922,9.594782829284668,23,8,0.00010185225983150303,0.13991542160511017,2.3800812414265238e-05,0.14099422097206116
59,7.219053268432617,1.9545769691467285,0.8510404825210571,3.0581135749816895,3.2364661693573,0.609929084777832,-2.6265370845794678,0.00010338431457057595,0.10837822407484055,0.46035438776016235,0.0007569101871922612,6.220685122571012e-08,0.0001939820940606296,14.619418144226074,9.504138946533203,21,8,9.992702689487487e-05,0.12403212487697601,2.5268158424296416e-05,0.13784711062908173
60,7.173196315765381,1.9221271276474,0.8660154938697815,2.978238821029663,3.2364661693573,0.616727352142334,-2.619738817214966,0.00011811204603873193,0.1093813106417656,0.4578545093536377,0.0007775075500831008,6.386556350435058e-08,0.00021602827473543584,14.518831253051758,9.432029724121094,21,8,9.642780059948564e-05,0.1332949697971344,2.7395188226364553e-05,0.13528190553188324
61,7.122594356536865,1.8865686655044556,0.8811404705047607,2.8919968605041504,3.2364661693573,0.6249737739562988,-2.611492395401001,0.0001245671883225441,0.11011271178722382,0.4557618796825409,0.0007990220910869539,6.471390889828399e-08,0.00036410067696124315,14.388702392578125,9.401728630065918,20,8,9.047843923326582e-05,0.1416856199502945,3.0067914849496447e-05,0.13778407871723175
62,7.068800926208496,1.849968671798706,0.9022495746612549,2.7976877689361572,3.2364661693573,0.6338343620300293,-2.6026318073272705,0.0001235227973666042,0.11027263849973679,0.4542068839073181,0.0008217685390263796,6.51443983201716e-08,0.0004195963847450912,14.238476753234863,9.406484603881836,20,8,8.603886817581952e-05,0.14137059450149536,2.9747374355793e-05,0.14464564621448517
63,7.00877571105957,1.8136885166168213,0.9302316904067993,2.6971452236175537,3.2364661693573,0.6453676223754883,-2.5910985469818115,0.00012895025429315865,0.11024530977010727,0.4518834352493286,0.0008462266414426267,6.695056953276435e-08,0.00035537019721232355,13.924592018127441,9.42007827758789,19,8,8.257781155407429e-05,0.13107433915138245,2.876266989915166e-05,0.14501342177391052
64,6.9245476722717285,1.7760332822799683,0.9596924781799316,2.592374086380005,3.2364661693573,0.6684889793395996,-2.5679771900177,0.00018141893087886274,0.11020803451538086,0.4478607475757599,0.0008728487882763147,7.050078210113497e-08,0.0003246192936785519,13.3499755859375,9.420951843261719,17,8,7.759111758787185e-05,0.13241155445575714,2.7178570235264488e-05,0.14136363565921783
65,6.809327602386475,1.7360074520111084,0.9905191659927368,2.4814958572387695,3.2364661693573,0.7082018852233887,-2.528264284133911,0.0002776915207505226,0.11003673076629639,0.44293075799942017,0.0009012889349833131,7.598141849030071e-08,0.0007474434096366167,12.663350105285645,9.39556884765625,15,9,7.387946243397892e-05,0.15547749400138855,2.4687407858436927e-05,0.1414964348077774
66,6.73759126663208,1.6904501914978027,1.0208686590194702,2.3600316047668457,3.2364661693573,0.7196383476257324,-2.5168278217315674,0.0003430526121519506,0.11258193105459213,0.4375309944152832,0.0009272363968193531,8.219837610567993e-08,0.0004205859440844506,12.232574462890625,9.33472728729248,14,9,7.099514914443716e-05,0.1350788176059723,2.225128082500305e-05,0.14432767033576965
67,6.672330379486084,1.638278603553772,1.0462865829467773,2.2302706241607666,3.2364661693573,0.7282447814941406,-2.508221387863159,0.00038752323598600924,0.116419717669487,0.43065810203552246,0.000954967166762799,8.960998343354731e-08,0.000841628760099411,11.742324829101562,9.266980171203613,13,9,6.66402920614928e-05,0.1497398465871811,2.033769487752579e-05,0.1447504162788391
68,6.544389724731445,1.5767608880996704,1.059960126876831,2.0935616493225098,3.2364661693573,0.7613611221313477,-2.475105047225952,0.00046221696538850665,0.12034452706575394,0.4248892664909363,0.0009857399854809046,9.868762163023348e-08,0.0008261095499619842,11.417402267456055,9.191766738891602,12,9,6.408243643818423e-05,0.1426813006401062,1.8412456483929418e-05,0.14454586803913116
69,6.4401750564575195,1.5150442123413086,1.0761945247650146,1.9538938999176025,3.2364661693573,0.7826051712036133,-2.4538609981536865,0.0005707101663574576,0.12352363765239716,0.420474112033844,0.0010220138356089592,1.0911536918456477e-07,0.0008223127806559205,11.213017463684082,9.109094619750977,12,9,6.342288543237373e-05,0.1504148542881012,1.6336987755494192e-05,0.1435539573431015
70,6.369462966918945,1.4561418294906616,1.1046775579452515,1.8076061010360718,3.2364661693573,0.7883214950561523,-2.4481446743011475,0.0007013658178038895,0.12612515687942505,0.41655945777893066,0.0010595383355394006,1.213864919691332e-07,0.0007785992929711938,11.042448043823242,9.003602027893066,13,9,5.847046850249171e-05,0.1542663723230362,1.4321029993880074e-05,0.1435755491256714
71,6.30099630355835,1.3991914987564087,1.1417827606201172,1.6566002368927002,3.2364661693573,0.7943630218505859,-2.442103147506714,0.0008064874564297497,0.1284266859292984,0.41286760568618774,0.0010957359336316586,1.3531284537293686e-07,0.0008314177393913269,10.899477005004883,8.858713150024414,13,9,5.268084350973368e-05,0.14556647837162018,1.2480689292715397e-05,0.1463097631931305
72,6.2225236892700195,1.3417277336120605,1.1787573099136353,1.5046981573104858,3.2364661693573,0.8058452606201172,-2.4306209087371826,0.000867971801199019,0.1296572983264923,0.40996840596199036,0.0011295259464532137,1.5121221963454445e-07,0.0010259776609018445,10.774877548217773,8.69832992553711,12,9,4.77786197734531e-05,0.13638925552368164,1.0699098311306443e-05,0.15982656180858612
73,6.115999221801758,1.2843356132507324,1.212111234664917,1.3565601110458374,3.2364661693573,0.8308839797973633,-2.4055821895599365,0.0008834847249090672,0.12986189126968384,0.40741682052612305,0.0011621688026934862,1.69782936154661e-07,0.0011233490658923984,10.640616416931152,8.554309844970703,12,9,4.51583182439208e-05,0.14107893407344818,9.149773177341558e-06,0.15639090538024902
74,5.991947650909424,1.2273495197296143,1.2412668466567993,1.2134320735931396,3.2364661693573,0.8647518157958984,-2.3717143535614014,0.0008991453796625137,0.13053080439567566,0.4042789340019226,0.0011968305334448814,1.9018388286440313e-07,0.0011942923301830888,10.543632507324219,8.396668434143066,12,9,4.4069220166420564e-05,0.14263853430747986,8.047290066315327e-06,0.1479404866695404
75,5.927372455596924,1.1715734004974365,1.266884684562683,1.0762622356414795,3.2364661693573,0.8707809448242188,-2.365685224533081,0.000908353365957737,0.13226273655891418,0.4002704620361328,0.0012340742396190763,2.0950197665570158e-07,0.0015265813563019037,10.415055274963379,8.23897933959961,12,9,3.678550274344161e-05,0.15153224766254425,7.595121132908389e-06,0.1557774394750595
76,5.854668140411377,1.1216503381729126,1.2930173873901367,0.9502832889556885,3.2364661693573,0.8832693099975586,-2.353196859359741,0.0009565453510731459,0.13357724249362946,0.3969441056251526,0.0012697179336100817,2.2102187813288765e-07,0.0017472193576395512,10.271069526672363,8.149866104125977,12,9,3.10265677399002e-05,0.15617559850215912,7.696598913753405e-06,0.15253901481628418
