time_pair,EI_micro_weak,training_delta_weak,strict_delta_weak,strict_rownorm_delta_weak,best_epoch_weak,hardK_t_weak,hardK_tp_weak,Keff_t_weak,Keff_tp_weak,max_frac_t_weak,max_frac_tp_weak,confidence_t_weak,confidence_tp_weak,EI_micro_balanced,training_delta_balanced,strict_delta_balanced,strict_rownorm_delta_balanced,best_epoch_balanced,hardK_t_balanced,hardK_tp_balanced,Keff_t_balanced,Keff_tp_balanced,max_frac_t_balanced,max_frac_tp_balanced,confidence_t_balanced,confidence_tp_balanced
11.5→12.5,0.8584988116735808,1.750194072723389,1.6753201960588506,1.6773860088740955,295,12,15,11.70688533782959,11.431025505065918,0.2190978324545987,0.1935897435897436,0.44348379969596863,0.5076643824577332,0.8584988116735808,1.290633201599121,1.2951532421451009,1.295717618242218,297,55,57,49.05744934082031,45.92350769042969,0.0638547158758055,0.08525641025641026,0.17825406789779663,0.21369196474552155
