time_pair,old_regsim_own_delta,same_assignment_native_strict_delta,hardK_t,hardK_tp,Keff_t,Keff_tp
11.5→12.5,-1.917468786239624,0.03396601378375319,11,17,9.285412788391113,11.348695755004883
