time_pair,EI_micro,training_delta,strict_delta,strict_rownorm_delta,best_epoch,hardK_t,hardK_tp,Keff_t,Keff_tp,max_frac_t,max_frac_tp,confidence_t,confidence_tp
11.5→12.5,0.8584988116735808,1.290633201599121,1.2951532421451009,1.295717618242218,297,55,57,49.05744934082031,45.92350769042969,0.0638547158758055,0.08525641025641026,0.17825406789779663,0.21369196474552155
